"chr","start","end","methodname"
"chr6",30126161,30132716,"ipDMR"
"chr5",172655841,172666229,"ipDMR"
"chr6",31645405,31649729,"ipDMR"
"chr6",30584245,30586469,"ipDMR"
"chr20",42142005,42144162,"ipDMR"
"chr11",2158555,2165962,"ipDMR"
"chr5",50677808,50679818,"ipDMR"
"chr3",147105899,147115931,"ipDMR"
"chr5",6712363,6715088,"ipDMR"
"chr17",74133109,74138739,"ipDMR"
"chr10",94831650,94835625,"ipDMR"
"chr6",28602543,28603438,"ipDMR"
"chr5",92913741,92921510,"ipDMR"
"chr11",1857442,1862478,"ipDMR"
"chr13",37004536,37006749,"ipDMR"
"chr6",27839548,27842099,"ipDMR"
"chr11",27720709,27723790,"ipDMR"
"chr13",110431612,110440353,"ipDMR"
"chr16",1029085,1038181,"ipDMR"
"chr7",1517970,1525239,"ipDMR"
"chr19",13259872,13264325,"ipDMR"
"chr11",108092087,108094112,"ipDMR"
"chr11",2904591,2908472,"ipDMR"
"chr19",49990137,49994240,"ipDMR"
"chr12",7280912,7283646,"ipDMR"
"chr8",143858414,143859991,"ipDMR"
"chr12",90101389,90104065,"ipDMR"
"chr6",30103301,30105199,"ipDMR"
"chr6",32370637,32376096,"ipDMR"
"chr10",134595014,134602531,"ipDMR"
"chr6",30919516,30924519,"ipDMR"
"chr17",80037106,80042524,"ipDMR"
"chr17",41276092,41278907,"ipDMR"
"chr17",74067713,74075337,"ipDMR"
"chr1",894056,903544,"ipDMR"
"chr17",46687312,46693337,"ipDMR"
"chr6",33215649,33220042,"ipDMR"
"chr8",11557217,11563024,"ipDMR"
"chr6",31539539,31543687,"ipDMR"
"chr20",55964273,55969283,"ipDMR"
"chr8",65488069,65494786,"ipDMR"
"chr11",3817692,3820253,"ipDMR"
"chr7",116592956,116595197,"ipDMR"
"chr6",29689744,29692825,"ipDMR"
"chr7",27222869,27226330,"ipDMR"
"chr19",42804135,42807581,"ipDMR"
"chr5",121412184,121415024,"ipDMR"
"chr16",86596778,86602534,"ipDMR"
"chr3",137481938,137491165,"ipDMR"
"chr12",57913710,57917390,"ipDMR"
"chr14",29234671,29237481,"ipDMR"
"chr11",64066625,64068492,"ipDMR"
"chr16",1607327,1611974,"ipDMR"
"chr14",102025815,102031504,"ipDMR"
"chr14",105955745,105959584,"ipDMR"
"chr17",14199875,14209003,"ipDMR"
"chr12",6797663,6799542,"ipDMR"
"chr6",29520752,29521804,"ipDMR"
"chr7",73037099,73039813,"ipDMR"
"chr20",36155925,36157765,"ipDMR"
"chr6",28870818,28876378,"ipDMR"
"chr6",107780019,107781507,"ipDMR"
"chr11",66101109,66105149,"ipDMR"
"chr6",13486249,13489249,"ipDMR"
"chr17",18161617,18164443,"ipDMR"
"chr7",45959667,45963524,"ipDMR"
"chr11",6439806,6440969,"ipDMR"
"chr1",155290418,155295268,"ipDMR"
"chr14",75077385,75079987,"ipDMR"
"chr6",32081263,32087191,"ipDMR"
"chr16",3067626,3074443,"ipDMR"
"chr17",79790116,79793796,"ipDMR"
"chr6",29941917,29945729,"ipDMR"
"chr8",114444356,114451138,"ipDMR"
"chr6",100049849,100058087,"ipDMR"
"chr10",118922194,118928132,"ipDMR"
"chr10",133793442,133797328,"ipDMR"
"chr11",2443869,2445443,"ipDMR"
"chr11",66623681,66632198,"ipDMR"
"chr3",193851106,193856077,"ipDMR"
"chr7",100486248,100494801,"ipDMR"
"chr6",32728862,32732765,"ipDMR"
"chr6",166795816,166797749,"ipDMR"
"chr1",151030968,151033008,"ipDMR"
"chr10",17269274,17273188,"ipDMR"
"chr14",101530580,101533128,"ipDMR"
"chr13",28363281,28369575,"ipDMR"
"chr17",46650310,46657505,"ipDMR"
"chr8",10585394,10593134,"ipDMR"
"chr2",74728623,74731414,"ipDMR"
"chr11",533457,537738,"ipDMR"
"chr5",36606102,36607418,"ipDMR"
"chr7",55637123,55641050,"ipDMR"
"chr16",85643863,85649027,"ipDMR"
"chr5",142780254,142785259,"ipDMR"
"chr5",170734312,170740938,"ipDMR"
"chr10",134893401,134899028,"ipDMR"
"chr14",101346180,101352550,"ipDMR"
"chr5",1243714,1247291,"ipDMR"
"chr7",155246474,155252945,"ipDMR"
"chr1",1999046,2006897,"ipDMR"
"chr16",67193015,67200493,"ipDMR"
"chr18",43684032,43685361,"ipDMR"
"chr20",57581478,57583710,"ipDMR"
"chr1",38019271,38022658,"ipDMR"
"chr14",77785784,77788401,"ipDMR"
"chr6",29633622,29636670,"ipDMR"
"chr11",86382900,86383941,"ipDMR"
"chr10",112834861,112839447,"ipDMR"
"chr5",6752379,6756274,"ipDMR"
"chr5",133859798,133863571,"ipDMR"
"chr22",45403047,45406640,"ipDMR"
"chr12",85671811,85674695,"ipDMR"
"chr2",43450965,43455104,"ipDMR"
"chr14",101524635,101528672,"ipDMR"
"chr17",48070354,48075408,"ipDMR"
"chr15",60291880,60298901,"ipDMR"
"chr6",31762353,31767751,"ipDMR"
"chr6",168120556,168122964,"ipDMR"
"chr7",79080535,79084128,"ipDMR"
"chr15",74218418,74220777,"ipDMR"
"chr12",82752005,82753121,"ipDMR"
"chr16",6068831,6072013,"ipDMR"
"chr17",76834778,76838010,"ipDMR"
"chr18",35145353,35148484,"ipDMR"
"chr11",2289117,2293666,"ipDMR"
"chr19",1265302,1271372,"ipDMR"
"chr12",133463607,133465593,"ipDMR"
"chr8",57357785,57361798,"ipDMR"
"chr13",111364847,111368530,"ipDMR"
"chr14",24768621,24769755,"ipDMR"
"chr6",146863647,146865488,"ipDMR"
"chr8",97169621,97174383,"ipDMR"
"chr19",3982566,3987850,"ipDMR"
"chr4",13536409,13546674,"ipDMR"
"chr7",1529015,1535656,"ipDMR"
"chr1",119526255,119532926,"ipDMR"
"chr5",180614620,180619114,"ipDMR"
"chr14",95233665,95240561,"ipDMR"
"chr9",96213189,96216053,"ipDMR"
"chr14",104602474,104606825,"ipDMR"
"chr15",78630426,78634236,"ipDMR"
"chr7",127670570,127673039,"ipDMR"
"chr17",59471566,59479307,"ipDMR"
"chr13",114799652,114805401,"ipDMR"
"chr12",6483708,6487678,"ipDMR"
"chr7",27236674,27245543,"ipDMR"
"chr11",2949546,2952044,"ipDMR"
"chr6",32825040,32827594,"ipDMR"
"chr8",143780434,143782869,"ipDMR"
"chr11",105947257,105949107,"ipDMR"
"chr14",70037728,70041394,"ipDMR"
"chr19",18898325,18902728,"ipDMR"
"chr11",368351,369811,"ipDMR"
"chr8",85094437,85097430,"ipDMR"
"chr17",79315269,79320653,"ipDMR"
"chr6",170589483,170601121,"ipDMR"
"chr1",10531991,10535586,"ipDMR"
"chr7",121939827,121947426,"ipDMR"
"chr16",30020506,30024075,"ipDMR"
"chr17",80827952,80834229,"ipDMR"
"chr8",144920157,144925528,"ipDMR"
"chr19",57701880,57703861,"ipDMR"
"chr7",95025194,95027159,"ipDMR"
"chr5",1948552,1950843,"ipDMR"
"chr9",90112101,90114756,"ipDMR"
"chr14",57274550,57279276,"ipDMR"
"chr13",113629249,113637904,"ipDMR"
"chr6",168718991,168721688,"ipDMR"
"chr6",31547704,31551426,"ipDMR"
"chr11",115371789,115376700,"ipDMR"
"chr5",140796045,140802136,"ipDMR"
"chr4",154709441,154714853,"ipDMR"
"chr14",75743684,75748253,"ipDMR"
"chr12",122015596,122020206,"ipDMR"
"chr14",42073791,42079247,"ipDMR"
"chr11",45713046,45721258,"ipDMR"
"chr14",101518520,101522540,"ipDMR"
"chr7",28994696,28998861,"ipDMR"
"chr20",55835020,55842872,"ipDMR"
"chr12",48499284,48500319,"ipDMR"
"chr20",10652103,10655645,"ipDMR"
"chr8",144940743,144948765,"ipDMR"
"chr17",76920397,76922139,"ipDMR"
"chr17",183931,186215,"ipDMR"
"chr6",159238463,159241462,"ipDMR"
"chr12",56320701,56323817,"ipDMR"
"chr16",815169,820213,"ipDMR"
"chr5",119799220,119802023,"ipDMR"
"chr3",50373641,50376476,"ipDMR"
"chr6",31759486,31761056,"ipDMR"
"chr3",55512950,55523896,"ipDMR"
"chr10",105209452,105216263,"ipDMR"
"chr18",20512860,20514032,"ipDMR"
"chr5",76932047,76937981,"ipDMR"
"chr11",113929164,113932236,"ipDMR"
"chr3",147121229,147127899,"ipDMR"
"chr5",68664773,68666459,"ipDMR"
"chr1",155903354,155904917,"ipDMR"
"chr8",41164053,41170469,"ipDMR"
"chr8",144371144,144374829,"ipDMR"
"chr11",46407019,46415317,"ipDMR"
"chr16",67997858,68003908,"ipDMR"
"chr17",79365635,79375255,"ipDMR"
"chr19",18682151,18682890,"ipDMR"
"chr17",74378252,74383907,"ipDMR"
"chr1",1264265,1276020,"ipDMR"
"chr3",73670763,73674703,"ipDMR"
"chr11",1005232,1012938,"ipDMR"
"chr12",45268613,45272882,"ipDMR"
"chr12",117316230,117320317,"ipDMR"
"chr6",28477957,28484916,"ipDMR"
"chr19",50430728,50434180,"ipDMR"
"chr7",77426814,77429767,"ipDMR"
"chr17",77922738,77926437,"ipDMR"
"chr13",114837654,114842707,"ipDMR"
"chr12",120966704,120967583,"ipDMR"
"chr1",165321224,165327006,"ipDMR"
"chr6",122931154,122932086,"ipDMR"
"chr11",1592587,1596166,"ipDMR"
"chr7",149568525,149571983,"ipDMR"
"chr1",853876,861887,"ipDMR"
"chr20",39315211,39322194,"ipDMR"
"chr6",1607922,1612302,"ipDMR"
"chr1",46765664,46769321,"ipDMR"
"chr10",101418244,101419628,"ipDMR"
"chr10",21783091,21790003,"ipDMR"
"chr12",133065724,133067735,"ipDMR"
"chr7",1248693,1251339,"ipDMR"
"chr17",27046568,27050361,"ipDMR"
"chr19",39339713,39344189,"ipDMR"
"chr6",28983835,28985895,"ipDMR"
"chr5",31193340,31194801,"ipDMR"
"chr16",1659592,1665901,"ipDMR"
"chr5",132112449,132114624,"ipDMR"
"chr10",124892233,124897154,"ipDMR"
"chr1",38155120,38158130,"ipDMR"
"chr14",52533693,52536894,"ipDMR"
"chr19",41868887,41870641,"ipDMR"
"chr16",56224504,56228902,"ipDMR"
"chr17",77770301,77780715,"ipDMR"
"chr11",131778850,131781258,"ipDMR"
"chr6",28540487,28544321,"ipDMR"
"chr8",142225894,142237360,"ipDMR"
"chr13",79174811,79177926,"ipDMR"
"chr5",160972931,160976418,"ipDMR"
"chr7",2643258,2650133,"ipDMR"
"chr11",2464822,2466910,"ipDMR"
"chr11",3238777,3240400,"ipDMR"
"chr15",96900272,96907757,"ipDMR"
"chr5",65439520,65440817,"ipDMR"
"chr7",130417715,130419933,"ipDMR"
"chr15",96868857,96871577,"ipDMR"
"chr6",30138178,30140418,"ipDMR"
"chr7",128828120,128830441,"ipDMR"
"chr3",187452863,187459270,"ipDMR"
"chr15",96884100,96892117,"ipDMR"
"chr15",91473059,91475926,"ipDMR"
"chr17",79008585,79012397,"ipDMR"
"chr17",881647,885411,"ipDMR"
"chr13",113728825,113733118,"ipDMR"
"chr6",32916606,32922347,"ipDMR"
"chr15",23890593,23895757,"ipDMR"
"chr7",155164294,155168601,"ipDMR"
"chr6",30078080,30081409,"ipDMR"
"chr5",1051492,1056580,"ipDMR"
"chr2",109744523,109747265,"ipDMR"
"chr17",7164286,7166594,"ipDMR"
"chr10",71811927,71813913,"ipDMR"
"chr11",62436681,62439668,"ipDMR"
"chr15",66993262,66996627,"ipDMR"
"chr18",5628160,5630952,"ipDMR"
"chr2",201980504,201984387,"ipDMR"
"chr17",48274189,48280371,"ipDMR"
"chr3",62358379,62365403,"ipDMR"
"chr11",20617937,20623914,"ipDMR"
"chr15",26107410,26109615,"ipDMR"
"chr11",704987,706636,"ipDMR"
"chr7",19182334,19185408,"ipDMR"
"chr17",26694306,26699552,"ipDMR"
"chr6",130339410,130342631,"ipDMR"
"chr12",95867190,95869603,"ipDMR"
"chr7",2148642,2152626,"ipDMR"
"chr10",126135810,126139436,"ipDMR"
"chr14",73357268,73362215,"ipDMR"
"chr10",31607150,31610755,"ipDMR"
"chr12",54446019,54449762,"ipDMR"
"chr5",139027024,139030391,"ipDMR"
"chr6",80656586,80657827,"ipDMR"
"chr10",102413925,102417365,"ipDMR"
"chr13",26795768,26798110,"ipDMR"
"chr7",42951105,42952392,"ipDMR"
"chr5",54601060,54604425,"ipDMR"
"chr6",33272148,33276190,"ipDMR"
"chr1",38258709,38261402,"ipDMR"
"chr3",37033373,37035400,"ipDMR"
"chr10",12083919,12086037,"ipDMR"
"chr8",59570327,59573890,"ipDMR"
"chr15",100272053,100274249,"ipDMR"
"chr13",30880827,30882906,"ipDMR"
"chr18",33708647,33710784,"ipDMR"
"chr6",151670448,151673370,"ipDMR"
"chr7",100024898,100029047,"ipDMR"
"chr16",75032477,75034621,"ipDMR"
"chr8",117885438,117887319,"ipDMR"
"chr13",112330930,112334318,"ipDMR"
"chr19",50315909,50316879,"ipDMR"
"chr10",134018073,134024477,"ipDMR"
"chr18",12253749,12255319,"ipDMR"
"chr13",113861933,113864410,"ipDMR"
"chr12",56390073,56392004,"ipDMR"
"chr11",67978396,67982704,"ipDMR"
"chr1",975551,985394,"ipDMR"
"chr14",74250584,74254320,"ipDMR"
"chr8",143694010,143696532,"ipDMR"
"chr17",80185318,80190130,"ipDMR"
"chr2",45164495,45172266,"ipDMR"
"chr13",80912906,80917438,"ipDMR"
"chr13",39610587,39613328,"ipDMR"
"chr7",14028690,14031942,"ipDMR"
"chr13",50697985,50705384,"ipDMR"
"chr19",18303124,18304531,"ipDMR"
"chr17",40272901,40275360,"ipDMR"
"chr15",75017914,75019377,"ipDMR"
"chr5",172384830,172387082,"ipDMR"
"chr18",11146255,11151765,"ipDMR"
"chr13",91999408,92004353,"ipDMR"
"chr5",41509352,41511151,"ipDMR"
"chr7",157198482,157205669,"ipDMR"
"chr6",29274096,29275286,"ipDMR"
"chr7",5388781,5391706,"ipDMR"
"chr1",24513473,24514558,"ipDMR"
"chr19",41767669,41771874,"ipDMR"
"chr13",103450385,103454177,"ipDMR"
"chr6",87646462,87647645,"ipDMR"
"chr7",130789927,130795032,"ipDMR"
"chr8",22131675,22133357,"ipDMR"
"chr6",170861603,170864352,"ipDMR"
"chr6",28863395,28864833,"ipDMR"
"chr1",159823687,159825762,"ipDMR"
"chr13",112707805,112717708,"ipDMR"
"chr18",3446566,3452444,"ipDMR"
"chr17",62499667,62503736,"ipDMR"
"chr15",61519486,61522113,"ipDMR"
"chr18",74960629,74964031,"ipDMR"
"chr10",26504013,26507384,"ipDMR"
"chr19",57349204,57353129,"ipDMR"
"chr11",76380605,76382150,"ipDMR"
"chr12",53715001,53715788,"ipDMR"
"chr14",21150255,21153452,"ipDMR"
"chr1",155050100,155055167,"ipDMR"
"chr6",31079110,31085035,"ipDMR"
"chr17",46618614,46624269,"ipDMR"
"chr7",158277675,158283506,"ipDMR"
"chr4",1339547,1343701,"ipDMR"
"chr3",50387146,50388902,"ipDMR"
"chr7",116501312,116503445,"ipDMR"
"chr6",5999186,6005350,"ipDMR"
"chr12",132670344,132677821,"ipDMR"
"chr16",872520,878442,"ipDMR"
"chr2",96010652,96013922,"ipDMR"
"chr5",122428653,122431420,"ipDMR"
"chr14",74484925,74486652,"ipDMR"
"chr5",16178784,16181040,"ipDMR"
"chr6",100911240,100915806,"ipDMR"
"chr5",178016195,178018969,"ipDMR"
"chr6",30094300,30095803,"ipDMR"
"chr7",2135161,2140322,"ipDMR"
"chr2",154332333,154336307,"ipDMR"
"chr6",75913786,75918802,"ipDMR"
"chr5",33936171,33938226,"ipDMR"
"chr13",50069489,50070767,"ipDMR"
"chr8",9758788,9766801,"ipDMR"
"chr9",86594091,86597174,"ipDMR"
"chr17",79868964,79870763,"ipDMR"
"chr11",71950053,71956146,"ipDMR"
"chr17",70115862,70120542,"ipDMR"
"chr6",27105792,27107757,"ipDMR"
"chr14",60631518,60633048,"ipDMR"
"chr13",36871646,36873066,"ipDMR"
"chr6",143265045,143268817,"ipDMR"
"chr13",53422381,53426033,"ipDMR"
"chr16",87425101,87426744,"ipDMR"
"chr5",127871927,127875164,"ipDMR"
"chr5",57878188,57879403,"ipDMR"
"chr11",64051212,64054160,"ipDMR"
"chr11",129242530,129246719,"ipDMR"
"chr8",143528630,143535892,"ipDMR"
"chr6",31021134,31027006,"ipDMR"
"chr15",42565284,42566663,"ipDMR"
"chr1",946099,947344,"ipDMR"
"chr6",134495829,134497756,"ipDMR"
"chr3",53925231,53927034,"ipDMR"
"chr6",30226874,30228432,"ipDMR"
"chr11",1973545,1981303,"ipDMR"
"chr11",67167826,67171586,"ipDMR"
"chr12",110010952,110012501,"ipDMR"
"chr11",69451115,69458645,"ipDMR"
"chr1",27647606,27649378,"ipDMR"
"chr2",172943770,172953631,"ipDMR"
"chr11",67270800,67276454,"ipDMR"
"chr15",79381747,79383981,"ipDMR"
"chr7",750720,754103,"ipDMR"
"chr17",77760556,77769231,"ipDMR"
"chr18",21717686,21719569,"ipDMR"
"chr11",623756,628678,"ipDMR"
"chr16",701833,709299,"ipDMR"
"chr6",26204333,26205611,"ipDMR"
"chr10",7448857,7455715,"ipDMR"
"chr6",160388924,160390890,"ipDMR"
"chr6",26155791,26159158,"ipDMR"
"chr21",34441330,34444585,"ipDMR"
"chr5",114598137,114599160,"ipDMR"
"chr18",43651686,43652595,"ipDMR"
"chr18",9333974,9335433,"ipDMR"
"chr7",27203430,27206908,"ipDMR"
"chr4",42398518,42403472,"ipDMR"
"chr4",41878119,41884632,"ipDMR"
"chr7",1601803,1602274,"ipDMR"
"chr6",31544694,31546086,"ipDMR"
"chr11",12029738,12031267,"ipDMR"
"chr7",608384,616052,"ipDMR"
"chr5",1216726,1218917,"ipDMR"
"chr8",144450049,144451925,"ipDMR"
"chr7",29602763,29606986,"ipDMR"
"chr2",179315284,179317262,"ipDMR"
"chr17",41738893,41740209,"ipDMR"
"chr11",64135217,64139407,"ipDMR"
"chr7",26239440,26241505,"ipDMR"
"chr2",44065003,44067043,"ipDMR"
"chr13",47470793,47472430,"ipDMR"
"chr10",118890977,118894181,"ipDMR"
"chr13",48876603,48878737,"ipDMR"
"chr17",43971177,43978757,"ipDMR"
"chr6",34359501,34361406,"ipDMR"
"chr14",104636633,104643649,"ipDMR"
"chr16",22824489,22826244,"ipDMR"
"chr6",36561558,36562538,"ipDMR"
"chr5",179048527,179051886,"ipDMR"
"chr11",111955637,111957873,"ipDMR"
"chr17",4336413,4337232,"ipDMR"
"chr11",64807766,64809370,"ipDMR"
"chr10",104402556,104405344,"ipDMR"
"chr10",88716646,88720217,"ipDMR"
"chr18",55101965,55109120,"ipDMR"
"chr12",57633762,57637926,"ipDMR"
"chr5",1335135,1339236,"ipDMR"
"chr12",112279495,112281916,"ipDMR"
"chr3",49054887,49060848,"ipDMR"
"chr2",176993017,176997708,"ipDMR"
"chr5",172753646,172757277,"ipDMR"
"chr20",61446962,61448891,"ipDMR"
"chr13",99174312,99174931,"ipDMR"
"chr8",23562918,23564718,"ipDMR"
"chr6",31867995,31870991,"ipDMR"
"chr17",48623772,48626643,"ipDMR"
"chr11",65819332,65820392,"ipDMR"
"chr12",46120609,46124299,"ipDMR"
"chr1",63782395,63790203,"ipDMR"
"chr5",1222847,1229257,"ipDMR"
"chr2",86331859,86333745,"ipDMR"
"chr14",105940179,105943426,"ipDMR"
"chr9",139834199,139840679,"ipDMR"
"chr7",45038946,45041141,"ipDMR"
"chr11",13983009,13986349,"ipDMR"
"chr6",106428957,106430135,"ipDMR"
"chr2",71123233,71128539,"ipDMR"
"chr17",7197375,7200009,"ipDMR"
"chr17",40713781,40715282,"ipDMR"
"chr19",56151356,56155152,"ipDMR"
"chr6",33587496,33590459,"ipDMR"
"chr21",38076709,38083587,"ipDMR"
"chr8",29204221,29211950,"ipDMR"
"chr8",144649358,144656998,"ipDMR"
"chr15",40731970,40735037,"ipDMR"
"chr2",31455890,31458373,"ipDMR"
"chr6",43477235,43479871,"ipDMR"
"chr12",5018229,5021872,"ipDMR"
"chr17",42992567,42994270,"ipDMR"
"chr1",174968089,174969622,"ipDMR"
"chr12",25054873,25056244,"ipDMR"
"chr8",37551676,37558859,"ipDMR"
"chr7",2556962,2561117,"ipDMR"
"chr20",61049813,61051803,"ipDMR"
"chr5",89769642,89772072,"ipDMR"
"chr19",12995624,12998928,"ipDMR"
"chr6",33046582,33050889,"ipDMR"
"chr16",31722474,31725202,"ipDMR"
"chr8",55047225,55048379,"ipDMR"
"chr6",91296135,91297517,"ipDMR"
"chr17",21116851,21118578,"ipDMR"
"chr14",104181393,104183510,"ipDMR"
"chr10",530635,533480,"ipDMR"
"chr12",106974225,106977782,"ipDMR"
"chr15",34501719,34503492,"ipDMR"
"chr1",42383598,42385663,"ipDMR"
"chr12",21654197,21655266,"ipDMR"
"chr6",35703435,35705852,"ipDMR"
"chr17",7209803,7211925,"ipDMR"
"chr17",8905741,8908226,"ipDMR"
"chr5",133447785,133452189,"ipDMR"
"chr19",54290011,54291979,"ipDMR"
"chr12",91572142,91573373,"ipDMR"
"chr13",44359415,44362094,"ipDMR"
"chr20",10198044,10200618,"ipDMR"
"chr1",47897576,47907055,"ipDMR"
"chr16",30005856,30007966,"ipDMR"
"chr6",108434970,108441208,"ipDMR"
"chr8",21998309,22000319,"ipDMR"
"chr10",61468158,61470283,"ipDMR"
"chr18",2570888,2572966,"ipDMR"
"chr5",100236199,100240224,"ipDMR"
"chr12",93962487,93966486,"ipDMR"
"chr2",241496830,241501343,"ipDMR"
"chr6",30623775,30624770,"ipDMR"
"chr20",37351945,37358078,"ipDMR"
"chr11",65339691,65344605,"ipDMR"
"chr11",3400108,3402775,"ipDMR"
"chr20",17205850,17209846,"ipDMR"
"chr14",54862622,54864573,"ipDMR"
"chr7",151036715,151039079,"ipDMR"
"chr5",32709071,32714526,"ipDMR"
"chr1",40254184,40255556,"ipDMR"
"chr17",37760173,37764803,"ipDMR"
"chr18",903764,909155,"ipDMR"
"chr4",55092363,55098484,"ipDMR"
"chr16",49732224,49733378,"ipDMR"
"chr11",58342997,58347527,"ipDMR"
"chr8",79427993,79428726,"ipDMR"
"chr17",7588378,7591948,"ipDMR"
"chr7",107300287,107302713,"ipDMR"
"chr6",33373997,33376678,"ipDMR"
"chr11",14541547,14542321,"ipDMR"
"chr1",155005172,155007324,"ipDMR"
"chr6",110299151,110301480,"ipDMR"
"chr10",112630726,112632563,"ipDMR"
"chr20",52788779,52791473,"ipDMR"
"chr15",75248086,75252566,"ipDMR"
"chr10",133945044,133951619,"ipDMR"
"chr17",4045930,4047575,"ipDMR"
"chr4",185934797,185942801,"ipDMR"
"chr2",12856040,12859104,"ipDMR"
"chr5",135414858,135416614,"ipDMR"
"chr8",141540670,141542552,"ipDMR"
"chr6",168375759,168379044,"ipDMR"
"chr5",134733519,134736599,"ipDMR"
"chr8",100024465,100026088,"ipDMR"
"chr11",19733614,19737352,"ipDMR"
"chr12",125000767,125003559,"ipDMR"
"chr6",74363018,74364701,"ipDMR"
"chr10",118895568,118901191,"ipDMR"
"chr7",94535617,94538252,"ipDMR"
"chr13",113648607,113653021,"ipDMR"
"chr1",93810826,93812120,"ipDMR"
"chr7",27186676,27188771,"ipDMR"
"chr1",35222918,35228241,"ipDMR"
"chr12",98908939,98910309,"ipDMR"
"chr13",114053863,114058020,"ipDMR"
"chr5",54525925,54530376,"ipDMR"
"chr19",1132256,1132967,"ipDMR"
"chr11",1784413,1786755,"ipDMR"
"chr14",101191797,101196999,"ipDMR"
"chr19",37095466,37096817,"ipDMR"
"chr10",46089769,46091450,"ipDMR"
"chr11",27740161,27744817,"ipDMR"
"chr13",100630316,100638447,"ipDMR"
"chr6",31837439,31839330,"ipDMR"
"chr12",7052614,7053994,"ipDMR"
"chr18",60381593,60385274,"ipDMR"
"chr11",113184936,113185880,"ipDMR"
"chr18",3261469,3263083,"ipDMR"
"chr17",49230641,49232156,"ipDMR"
"chr11",16625664,16629390,"ipDMR"
"chr2",98961601,98964692,"ipDMR"
"chr16",10274317,10277506,"ipDMR"
"chr10",43902618,43905516,"ipDMR"
"chr6",135501674,135504411,"ipDMR"
"chr17",39941714,39943546,"ipDMR"
"chr13",24152135,24154261,"ipDMR"
"chr6",10881782,10884892,"ipDMR"
"chr6",31129244,31130549,"ipDMR"
"chr17",80393124,80395406,"ipDMR"
"chr12",54068942,54071195,"ipDMR"
"chr7",5567862,5570594,"ipDMR"
"chr22",30817820,30822511,"ipDMR"
"chr6",41338345,41343831,"ipDMR"
"chr8",23081904,23083579,"ipDMR"
"chr13",53023979,53025763,"ipDMR"
"chr13",112720171,112724271,"ipDMR"
"chr1",150206242,150208937,"ipDMR"
"chr6",6006398,6009557,"ipDMR"
"chr10",88727649,88731876,"ipDMR"
